candidate_id,application_date,department,role_level,source,gender,education,city,experience_years,screened,interviewed,interview_score,offered,offered_salary,expected_salary,accepted,joined,days_to_hire
CAND01450,2024-08-18,Engineering,Mid-Level,Recruitment Agency,Female,M.Tech,Mumbai,14.8,True,True,6.1,True,700388.0,700827.0,False,False,
CAND01451,2023-02-22,Engineering,Mid-Level,Naukri,Male,M.Tech,Bangalore,0.4,True,True,8.0,True,674758.0,873734.0,False,False,
CAND01452,2022-07-28,Engineering,Mid-Level,Naukri,Male,PhD,Delhi,9.6,False,False,,False,,,False,False,
CAND01453,2024-02-12,Marketing,Senior,Naukri,Male,PhD,Pune,1.1,True,True,4.0,False,,,False,False,
CAND01454,2023-06-20,HR,Senior,Naukri,Male,MBA,Kolkata,0.2,False,False,,False,,,False,False,
CAND01455,2022-12-16,Operations,Senior,Naukri,Female,PhD,Kolkata,6.0,False,False,,False,,,False,False,
CAND01456,2023-05-10,Engineering,Junior,LinkedIn,Female,BBA,Mumbai,12.9,True,True,5.1,False,,,False,False,
CAND01457,2024-06-27,Sales,Junior,Naukri,Female,MBA,Bangalore,10.8,True,False,,False,,,False,False,
CAND01458,2022-10-03,Data Science,Lead,LinkedIn,Female,MCA,Mumbai,3.5,True,False,,False,,,False,False,
CAND01459,2023-02-04,Engineering,Mid-Level,Campus,Female,PhD,Hyderabad,6.4,False,False,,False,,,False,False,
CAND01460,2024-10-17,Marketing,Senior,Employee Referral,Male,MCA,Chennai,2.9,True,False,,False,,,False,False,
CAND01461,2022-12-03,Data Science,Mid-Level,Naukri,Female,B.Tech,Delhi,13.2,False,False,,False,,,False,False,
CAND01462,2024-01-22,Finance,Mid-Level,LinkedIn,Male,MBA,Ahmedabad,4.8,True,False,,False,,,False,False,
CAND01463,2023-11-05,Product,Senior,Employee Referral,Male,M.Tech,Delhi,4.3,False,False,,False,,,False,False,
CAND01464,2024-09-11,Sales,Mid-Level,Employee Referral,Male,MCA,Hyderabad,14.4,True,True,7.5,False,,,False,False,
CAND01465,2022-08-09,HR,Mid-Level,LinkedIn,Female,MCA,Delhi,0.2,False,False,,False,,,False,False,
CAND01466,2022-09-07,Marketing,Junior,Employee Referral,Female,MBA,Mumbai,2.8,False,False,,False,,,False,False,
CAND01467,2024-11-29,Finance,Mid-Level,Campus,Female,B.Tech,Kolkata,11.3,True,True,9.5,False,,,False,False,
CAND01468,2023-01-11,Sales,Senior,LinkedIn,Female,B.Tech,Delhi,13.2,True,True,6.9,True,1219478.0,1071011.0,True,True,23.0
CAND01469,2024-04-03,Data Science,Lead,Naukri,Female,B.Sc,Mumbai,5.4,False,False,,False,,,False,False,
CAND01470,2022-09-15,Marketing,Mid-Level,LinkedIn,Female,B.Sc,Kolkata,13.3,True,True,9.3,True,766019.0,667894.0,True,True,68.0
CAND01471,2022-03-04,Data Science,Lead,Campus,Female,MCA,Mumbai,1.3,True,True,7.7,True,2154450.0,1824790.0,True,True,50.0
CAND01472,2024-05-13,Engineering,Mid-Level,Naukri,Other,BBA,Kolkata,14.0,True,True,5.2,True,744796.0,884789.0,False,False,
CAND01473,2024-10-31,Data Science,Senior,Employee Referral,Male,PhD,Bangalore,5.6,True,False,,False,,,False,False,
CAND01474,2024-04-27,Engineering,Mid-Level,LinkedIn,Female,PhD,Mumbai,6.4,True,True,8.4,False,,,False,False,
CAND01475,2022-05-13,Engineering,Mid-Level,Naukri,Male,B.Tech,Chennai,8.9,True,False,,False,,,False,False,
CAND01476,2024-11-16,Finance,Junior,Campus,Female,MCA,Bangalore,9.9,True,True,4.3,False,,,False,False,
CAND01477,2023-07-06,Data Science,Mid-Level,Company Website,Female,B.Sc,Chennai,14.8,True,True,4.1,False,,,False,False,
CAND01478,2022-11-21,Engineering,Junior,Naukri,Female,MCA,Ahmedabad,1.9,False,False,,False,,,False,False,
CAND01479,2022-08-19,Sales,Lead,Naukri,Male,B.Sc,Ahmedabad,4.0,False,False,,False,,,False,False,
CAND01480,2024-12-28,Sales,Senior,Employee Referral,Female,B.Tech,Delhi,8.6,False,False,,False,,,False,False,
CAND01481,2024-10-11,Marketing,Mid-Level,Naukri,Male,B.Tech,Delhi,4.1,True,False,,False,,,False,False,
CAND01482,2024-08-23,Marketing,Mid-Level,Employee Referral,Female,BBA,Ahmedabad,5.5,True,True,5.2,False,,,False,False,
CAND01483,2023-12-28,Data Science,Junior,Employee Referral,Male,PhD,Ahmedabad,2.5,True,True,7.2,False,,,False,False,
CAND01484,2024-07-05,Sales,Mid-Level,Employee Referral,Male,B.Tech,Pune,11.5,True,True,4.3,False,,,False,False,
CAND01485,2023-05-05,HR,Mid-Level,Naukri,Male,BBA,Ahmedabad,10.8,False,False,,False,,,False,False,
CAND01486,2023-03-18,Marketing,Senior,LinkedIn,Male,MBA,Bangalore,5.9,False,False,,False,,,False,False,
CAND01487,2022-01-04,Marketing,Manager,Naukri,Male,BBA,Delhi,13.0,True,True,5.0,False,,,False,False,
CAND01488,2024-01-18,Marketing,Junior,Employee Referral,Male,MCA,Chennai,2.7,True,True,5.7,False,,,False,False,
CAND01489,2023-03-24,Operations,Senior,Employee Referral,Male,MCA,Bangalore,1.8,True,True,6.6,True,1095946.0,1338092.0,False,False,
CAND01490,2022-07-07,Engineering,Junior,Company Website,Female,M.Tech,Pune,9.8,False,False,,False,,,False,False,
CAND01491,2022-10-24,Sales,Junior,Employee Referral,Female,BBA,Kolkata,12.9,True,True,4.3,False,,,False,False,
CAND01492,2022-02-12,Engineering,Mid-Level,Naukri,Male,MBA,Kolkata,8.6,False,False,,False,,,False,False,
CAND01493,2023-11-02,Product,Junior,Naukri,Female,PhD,Ahmedabad,10.2,True,False,,False,,,False,False,
CAND01494,2024-11-20,Data Science,Junior,LinkedIn,Male,MCA,Mumbai,10.0,True,False,,False,,,False,False,
CAND01495,2023-12-31,Sales,Lead,Naukri,Female,B.Tech,Chennai,13.3,False,False,,False,,,False,False,
CAND01496,2022-04-16,Operations,Senior,Naukri,Female,M.Tech,Chennai,5.6,True,False,,False,,,False,False,
CAND01497,2022-04-19,Product,Lead,Employee Referral,Female,BBA,Chennai,15.0,True,True,6.4,False,,,False,False,
CAND01498,2023-05-18,Data Science,Mid-Level,LinkedIn,Male,B.Tech,Kolkata,12.0,True,False,,False,,,False,False,
CAND01499,2023-06-25,Engineering,Mid-Level,LinkedIn,Female,MCA,Mumbai,1.8,True,True,6.7,True,653514.0,639430.0,False,False,
CAND01500,2023-02-13,Operations,Junior,LinkedIn,Male,PhD,Ahmedabad,10.7,False,False,,False,,,False,False,
CAND01501,2024-05-17,Finance,Junior,Company Website,Male,BBA,Mumbai,13.0,True,True,5.6,True,427289.0,386447.0,True,True,24.0
CAND01502,2023-06-14,Marketing,Senior,LinkedIn,Female,PhD,Bangalore,5.2,False,False,,False,,,False,False,
CAND01503,2022-02-15,Engineering,Mid-Level,LinkedIn,Female,B.Sc,Kolkata,4.5,True,True,7.2,True,733745.0,724112.0,True,True,48.0
CAND01504,2024-12-14,Data Science,Mid-Level,Indeed,Male,MCA,Mumbai,1.3,False,False,,False,,,False,False,
CAND01505,2023-01-10,Data Science,Junior,Employee Referral,Female,PhD,Pune,13.1,True,True,7.9,True,415121.0,503373.0,True,True,55.0
CAND01506,2023-01-17,Sales,Senior,Indeed,Male,B.Tech,Bangalore,4.3,True,True,4.8,True,1203454.0,1323514.0,False,False,
CAND01507,2023-02-22,Marketing,Senior,Campus,Male,PhD,Chennai,8.0,True,False,,False,,,False,False,
CAND01508,2022-09-28,Data Science,Mid-Level,Employee Referral,Male,B.Sc,Mumbai,9.4,True,False,,False,,,False,False,
CAND01509,2023-05-02,Marketing,Mid-Level,LinkedIn,Female,M.Tech,Bangalore,0.4,True,True,7.7,True,691039.0,725311.0,False,False,
CAND01510,2022-11-12,Data Science,Manager,LinkedIn,Male,B.Tech,Bangalore,0.7,True,True,4.8,True,2980130.0,2552631.0,True,True,42.0
CAND01511,2022-01-27,Data Science,Senior,LinkedIn,Male,MBA,Chennai,2.0,False,False,,False,,,False,False,
CAND01512,2024-11-01,Operations,Junior,LinkedIn,Male,MCA,Mumbai,3.1,True,True,4.5,False,,,False,False,
CAND01513,2024-04-21,Operations,Mid-Level,Employee Referral,Male,B.Sc,Pune,6.6,True,True,7.6,True,752685.0,716946.0,True,True,56.0
CAND01514,2022-09-21,Operations,Lead,Naukri,Male,B.Tech,Chennai,5.3,False,False,,False,,,False,False,
CAND01515,2023-07-25,Finance,Mid-Level,Employee Referral,Male,B.Sc,Chennai,7.8,True,True,8.9,False,,,False,False,
CAND01516,2024-11-17,Engineering,Senior,Employee Referral,Female,PhD,Bangalore,14.5,True,False,,False,,,False,False,
CAND01517,2024-07-27,Marketing,Junior,LinkedIn,Male,MCA,Chennai,4.9,True,True,5.8,False,,,False,False,
CAND01518,2022-04-27,Data Science,Lead,LinkedIn,Female,B.Sc,Kolkata,12.3,True,True,4.0,False,,,False,False,
CAND01519,2024-08-05,Sales,Junior,Employee Referral,Male,BBA,Delhi,3.2,True,False,,False,,,False,False,
CAND01520,2024-09-07,Marketing,Lead,Naukri,Female,M.Tech,Kolkata,1.6,True,False,,False,,,False,False,
CAND01521,2024-04-09,Data Science,Manager,Employee Referral,Male,M.Tech,Kolkata,11.5,True,True,8.5,False,,,False,False,
CAND01522,2022-05-20,Finance,Manager,Naukri,Male,M.Tech,Hyderabad,5.4,True,True,4.3,False,,,False,False,
CAND01523,2024-11-22,Engineering,Junior,LinkedIn,Male,M.Tech,Kolkata,8.6,False,False,,False,,,False,False,
CAND01524,2023-09-02,Operations,Mid-Level,LinkedIn,Male,MCA,Pune,1.0,True,True,9.9,True,805757.0,775174.0,False,False,
CAND01525,2024-02-08,Sales,Mid-Level,Company Website,Female,BBA,Bangalore,4.9,True,True,4.9,False,,,False,False,
CAND01526,2023-04-16,Sales,Junior,Employee Referral,Female,B.Tech,Pune,10.0,False,False,,False,,,False,False,
CAND01527,2023-05-27,Finance,Senior,Employee Referral,Female,MCA,Hyderabad,9.8,True,True,9.6,True,1193974.0,1540042.0,False,False,
CAND01528,2024-09-21,Engineering,Junior,Indeed,Female,M.Tech,Mumbai,5.7,True,False,,False,,,False,False,
CAND01529,2023-12-03,Product,Junior,Indeed,Male,PhD,Bangalore,6.5,False,False,,False,,,False,False,
CAND01530,2022-04-24,Engineering,Junior,Naukri,Female,MBA,Kolkata,7.2,False,False,,False,,,False,False,
CAND01531,2022-11-22,Sales,Lead,Naukri,Other,MCA,Chennai,8.5,False,False,,False,,,False,False,
CAND01532,2022-12-24,Data Science,Junior,Naukri,Male,B.Tech,Chennai,9.7,True,True,8.9,True,387518.0,415318.0,False,False,
CAND01533,2024-02-16,Marketing,Mid-Level,Naukri,Male,B.Sc,Mumbai,8.7,False,False,,False,,,False,False,
CAND01534,2024-08-25,Product,Junior,LinkedIn,Male,MBA,Hyderabad,11.9,False,False,,False,,,False,False,
CAND01535,2022-10-28,Data Science,Mid-Level,LinkedIn,Female,MBA,Bangalore,0.5,False,False,,False,,,False,False,
CAND01536,2023-10-02,Sales,Senior,Indeed,Female,MCA,Mumbai,5.2,False,False,,False,,,False,False,
CAND01537,2024-01-25,Data Science,Senior,LinkedIn,Male,B.Sc,Delhi,4.3,True,False,,False,,,False,False,
CAND01538,2024-02-24,Engineering,Mid-Level,Naukri,Male,PhD,Kolkata,2.0,False,False,,False,,,False,False,
CAND01539,2022-06-07,HR,Mid-Level,Indeed,Male,BBA,Pune,14.2,False,False,,False,,,False,False,
CAND01540,2024-02-22,Engineering,Junior,Campus,Male,B.Tech,Chennai,4.2,True,True,9.6,True,448133.0,430183.0,True,True,19.0
CAND01541,2023-10-18,HR,Mid-Level,Recruitment Agency,Male,MCA,Pune,4.8,True,True,8.4,True,775545.0,599513.0,True,True,23.0
CAND01542,2024-05-06,Finance,Senior,Naukri,Female,B.Tech,Ahmedabad,2.8,False,False,,False,,,False,False,
CAND01543,2024-05-14,Sales,Mid-Level,Employee Referral,Male,B.Tech,Bangalore,9.4,True,True,7.2,True,763348.0,686870.0,False,False,
CAND01544,2022-02-09,HR,Junior,Naukri,Female,B.Tech,Delhi,9.3,True,True,5.2,False,,,False,False,
CAND01545,2023-12-20,HR,Mid-Level,LinkedIn,Male,MCA,Ahmedabad,7.5,True,True,6.3,True,763240.0,781184.0,True,True,37.0
CAND01546,2023-12-13,Data Science,Lead,Campus,Female,MCA,Mumbai,7.6,True,True,7.0,True,2133348.0,2175313.0,True,True,22.0
CAND01547,2022-07-24,Operations,Junior,LinkedIn,Male,BBA,Pune,14.1,True,False,,False,,,False,False,
CAND01548,2022-01-02,Operations,Manager,Employee Referral,Male,B.Sc,Ahmedabad,5.8,True,False,,False,,,False,False,
CAND01549,2022-05-16,Finance,Mid-Level,Naukri,Male,M.Tech,Hyderabad,8.4,True,False,,False,,,False,False,
CAND01550,2023-01-18,Engineering,Mid-Level,Company Website,Other,M.Tech,Delhi,8.8,False,False,,False,,,False,False,
CAND01551,2023-12-18,Data Science,Lead,LinkedIn,Male,BBA,Bangalore,5.9,True,True,4.3,False,,,False,False,
CAND01552,2023-06-12,Finance,Mid-Level,Naukri,Male,BBA,Kolkata,2.3,True,False,,False,,,False,False,
CAND01553,2022-02-14,Engineering,Mid-Level,Employee Referral,Male,MBA,Hyderabad,3.1,True,True,4.1,True,694958.0,789304.0,False,False,
CAND01554,2023-09-30,Data Science,Mid-Level,Naukri,Other,M.Tech,Kolkata,14.3,False,False,,False,,,False,False,
CAND01555,2023-10-09,Data Science,Lead,Naukri,Female,B.Sc,Delhi,4.0,True,True,5.8,False,,,False,False,
CAND01556,2024-03-30,Data Science,Senior,Naukri,Female,M.Tech,Ahmedabad,6.1,False,False,,False,,,False,False,
CAND01557,2023-08-12,Marketing,Junior,Naukri,Female,BBA,Bangalore,1.0,False,False,,False,,,False,False,
CAND01558,2024-10-25,Data Science,Lead,Campus,Male,B.Sc,Ahmedabad,8.0,False,False,,False,,,False,False,
CAND01559,2022-12-24,Operations,Mid-Level,LinkedIn,Male,MBA,Delhi,13.1,True,True,6.7,True,702681.0,853293.0,False,False,
CAND01560,2022-10-24,Sales,Senior,Naukri,Male,B.Tech,Delhi,9.7,True,True,8.7,True,1217072.0,1199766.0,False,False,
CAND01561,2022-04-01,Operations,Mid-Level,Employee Referral,Female,BBA,Hyderabad,6.0,True,True,4.1,False,,,False,False,
CAND01562,2022-11-26,Sales,Mid-Level,Indeed,Female,M.Tech,Bangalore,10.9,True,True,8.4,True,736008.0,661881.0,True,True,72.0
CAND01563,2022-11-21,Data Science,Junior,Naukri,Male,MCA,Pune,1.8,False,False,,False,,,False,False,
CAND01564,2023-10-11,Data Science,Senior,Employee Referral,Male,B.Sc,Hyderabad,5.5,True,True,4.7,False,,,False,False,
CAND01565,2024-10-09,Data Science,Mid-Level,Employee Referral,Female,BBA,Kolkata,7.2,True,True,5.1,False,,,False,False,
CAND01566,2022-04-29,HR,Senior,Naukri,Female,M.Tech,Ahmedabad,10.2,False,False,,False,,,False,False,
CAND01567,2023-11-25,Finance,Mid-Level,Employee Referral,Male,B.Tech,Bangalore,9.9,True,True,8.9,True,724630.0,833944.0,False,False,
CAND01568,2022-06-24,Sales,Manager,Naukri,Male,B.Sc,Delhi,1.4,True,True,9.8,False,,,False,False,
CAND01569,2024-04-15,Data Science,Mid-Level,Employee Referral,Female,BBA,Delhi,0.0,True,True,9.4,False,,,False,False,
CAND01570,2024-03-26,Marketing,Manager,Employee Referral,Male,BBA,Mumbai,13.4,True,False,,False,,,False,False,
CAND01571,2023-12-31,Finance,Junior,Indeed,Male,BBA,Ahmedabad,8.1,False,False,,False,,,False,False,
CAND01572,2023-02-21,Data Science,Junior,Indeed,Male,BBA,Kolkata,5.5,False,False,,False,,,False,False,
CAND01573,2023-12-04,Sales,Senior,Naukri,Male,MCA,Pune,9.4,False,False,,False,,,False,False,
CAND01574,2022-08-20,Data Science,Senior,Employee Referral,Female,MBA,Bangalore,9.5,True,True,9.3,True,1228985.0,1332171.0,True,True,30.0
CAND01575,2023-04-09,Engineering,Junior,Naukri,Female,PhD,Pune,12.2,False,False,,False,,,False,False,
CAND01576,2022-06-09,Marketing,Mid-Level,Employee Referral,Female,M.Tech,Hyderabad,4.1,True,True,4.6,False,,,False,False,
CAND01577,2022-11-14,Marketing,Junior,Campus,Male,PhD,Bangalore,9.7,False,False,,False,,,False,False,
CAND01578,2022-12-23,Marketing,Manager,Naukri,Female,M.Tech,Ahmedabad,2.1,True,True,6.4,False,,,False,False,
CAND01579,2024-04-06,Operations,Senior,Naukri,Male,B.Tech,Hyderabad,0.4,True,False,,False,,,False,False,
CAND01580,2023-01-17,Sales,Junior,LinkedIn,Female,MBA,Delhi,10.8,True,True,10.0,True,433725.0,416186.0,True,True,48.0
CAND01581,2023-03-09,Engineering,Senior,Campus,Other,PhD,Delhi,1.3,True,False,,False,,,False,False,
CAND01582,2023-01-09,Finance,Senior,Naukri,Female,M.Tech,Delhi,3.5,True,True,4.3,False,,,False,False,
CAND01583,2023-10-29,Data Science,Junior,LinkedIn,Male,MCA,Pune,3.1,False,False,,False,,,False,False,
CAND01584,2023-12-12,Data Science,Mid-Level,Employee Referral,Male,PhD,Ahmedabad,12.0,True,False,,False,,,False,False,
CAND01585,2022-09-12,Marketing,Mid-Level,LinkedIn,Female,MCA,Chennai,5.3,True,False,,False,,,False,False,
CAND01586,2024-02-02,Engineering,Mid-Level,Campus,Female,M.Tech,Chennai,5.7,False,False,,False,,,False,False,
CAND01587,2024-05-18,Data Science,Junior,Naukri,Male,B.Sc,Pune,3.0,True,False,,False,,,False,False,
CAND01588,2024-08-15,Engineering,Junior,LinkedIn,Female,MBA,Ahmedabad,0.0,False,False,,False,,,False,False,
CAND01589,2022-09-23,HR,Mid-Level,LinkedIn,Female,PhD,Kolkata,2.3,False,False,,False,,,False,False,
CAND01590,2024-05-29,Engineering,Mid-Level,Employee Referral,Female,BBA,Pune,7.9,True,True,5.4,False,,,False,False,
CAND01591,2023-02-25,Sales,Lead,Indeed,Female,MBA,Hyderabad,8.2,False,False,,False,,,False,False,
CAND01592,2023-06-30,Operations,Mid-Level,Naukri,Male,PhD,Mumbai,1.1,True,True,6.2,False,,,False,False,
CAND01593,2023-01-03,Operations,Senior,Company Website,Male,B.Sc,Ahmedabad,10.6,True,True,5.0,True,1404775.0,1312014.0,False,False,
CAND01594,2024-03-03,HR,Lead,Campus,Female,M.Tech,Ahmedabad,14.3,True,True,8.1,False,,,False,False,
CAND01595,2023-03-25,Data Science,Junior,Employee Referral,Male,M.Tech,Ahmedabad,10.6,True,False,,False,,,False,False,
CAND01596,2022-03-16,Sales,Mid-Level,Company Website,Male,M.Tech,Ahmedabad,11.6,False,False,,False,,,False,False,
CAND01597,2022-04-13,Data Science,Senior,Indeed,Female,B.Tech,Mumbai,8.9,True,True,8.4,True,1405122.0,1058233.0,True,True,27.0
CAND01598,2024-02-05,HR,Mid-Level,Employee Referral,Male,MCA,Mumbai,0.3,False,False,,False,,,False,False,
CAND01599,2023-05-04,Finance,Senior,Recruitment Agency,Male,MCA,Kolkata,4.3,True,True,6.6,True,1308001.0,1459101.0,False,False,
CAND01600,2023-07-25,Engineering,Senior,Employee Referral,Female,PhD,Kolkata,12.8,True,True,6.6,True,1171521.0,1292211.0,False,False,
CAND01601,2022-10-06,Finance,Mid-Level,Employee Referral,Male,MBA,Kolkata,8.4,True,True,7.1,True,804313.0,816798.0,False,False,
CAND01602,2023-05-07,Engineering,Manager,Naukri,Female,B.Sc,Pune,2.4,True,True,9.8,True,2296668.0,3134815.0,True,False,38.0
CAND01603,2024-04-18,Operations,Mid-Level,LinkedIn,Male,BBA,Delhi,13.3,True,True,8.8,False,,,False,False,
CAND01604,2022-07-04,Marketing,Mid-Level,Indeed,Female,MBA,Bangalore,3.5,True,True,5.7,False,,,False,False,
CAND01605,2022-06-02,Marketing,Mid-Level,Naukri,Male,MBA,Pune,9.4,False,False,,False,,,False,False,
CAND01606,2023-10-20,Data Science,Junior,Company Website,Female,PhD,Ahmedabad,12.3,False,False,,False,,,False,False,
CAND01607,2024-07-24,Sales,Lead,Campus,Female,M.Tech,Kolkata,4.1,True,True,4.5,False,,,False,False,
CAND01608,2022-09-03,Sales,Mid-Level,Employee Referral,Male,MBA,Hyderabad,10.5,True,True,9.8,True,652705.0,754416.0,False,False,
CAND01609,2022-08-04,Engineering,Mid-Level,Campus,Male,MCA,Chennai,12.9,True,True,7.8,False,,,False,False,
CAND01610,2022-04-24,Data Science,Junior,LinkedIn,Female,B.Sc,Kolkata,13.2,True,True,9.1,True,474929.0,400533.0,True,True,57.0
CAND01611,2023-02-22,Sales,Mid-Level,Indeed,Female,M.Tech,Hyderabad,6.6,False,False,,False,,,False,False,
CAND01612,2024-11-26,Finance,Senior,Company Website,Female,M.Tech,Kolkata,4.4,True,True,8.2,False,,,False,False,
CAND01613,2024-07-23,Data Science,Mid-Level,LinkedIn,Male,BBA,Mumbai,4.8,False,False,,False,,,False,False,
CAND01614,2023-06-14,Sales,Mid-Level,Naukri,Male,B.Tech,Hyderabad,12.7,False,False,,False,,,False,False,
CAND01615,2022-08-24,Engineering,Manager,LinkedIn,Female,MBA,Pune,7.8,False,False,,False,,,False,False,
CAND01616,2023-09-20,Engineering,Senior,Employee Referral,Female,B.Tech,Ahmedabad,2.1,True,True,4.2,False,,,False,False,
CAND01617,2024-01-08,Engineering,Manager,Naukri,Female,BBA,Pune,3.4,False,False,,False,,,False,False,
CAND01618,2024-07-19,Engineering,Senior,Campus,Female,B.Sc,Ahmedabad,11.2,True,True,7.7,True,1285289.0,1147793.0,True,True,34.0
CAND01619,2024-01-11,Data Science,Junior,Naukri,Female,MBA,Pune,11.0,False,False,,False,,,False,False,
CAND01620,2022-11-14,Engineering,Lead,Naukri,Male,B.Sc,Ahmedabad,6.4,True,False,,False,,,False,False,
CAND01621,2022-05-30,Marketing,Mid-Level,Employee Referral,Female,M.Tech,Mumbai,0.6,True,True,7.7,True,638150.0,605982.0,True,True,56.0
CAND01622,2022-11-15,Sales,Lead,Naukri,Female,M.Tech,Pune,1.3,True,True,5.3,False,,,False,False,
CAND01623,2023-03-26,Engineering,Mid-Level,Campus,Female,M.Tech,Kolkata,4.9,False,False,,False,,,False,False,
CAND01624,2023-09-09,Finance,Senior,LinkedIn,Male,PhD,Pune,14.3,False,False,,False,,,False,False,
CAND01625,2022-06-09,HR,Senior,Employee Referral,Female,M.Tech,Chennai,14.0,True,True,4.2,True,1423005.0,1328390.0,True,True,54.0
CAND01626,2023-08-24,HR,Lead,Naukri,Female,PhD,Chennai,4.4,False,False,,False,,,False,False,
CAND01627,2024-06-30,Sales,Lead,Company Website,Other,MBA,Chennai,14.6,True,True,5.4,True,1721546.0,1533289.0,False,False,
CAND01628,2023-05-21,Data Science,Senior,Naukri,Female,MBA,Bangalore,9.6,True,True,5.3,False,,,False,False,
CAND01629,2023-05-16,Product,Junior,LinkedIn,Male,B.Sc,Mumbai,5.3,True,True,4.6,False,,,False,False,
CAND01630,2022-04-18,Engineering,Senior,Campus,Female,B.Tech,Pune,5.7,True,True,6.8,False,,,False,False,
CAND01631,2023-02-23,HR,Junior,Campus,Female,PhD,Kolkata,10.4,True,False,,False,,,False,False,
CAND01632,2024-11-29,Sales,Junior,Naukri,Female,PhD,Chennai,8.9,True,True,8.8,True,370927.0,444919.0,False,False,
CAND01633,2024-04-29,Finance,Senior,Campus,Female,PhD,Chennai,6.1,False,False,,False,,,False,False,
CAND01634,2022-01-11,Engineering,Mid-Level,Naukri,Male,MBA,Bangalore,9.1,False,False,,False,,,False,False,
CAND01635,2023-09-12,HR,Junior,Recruitment Agency,Female,BBA,Ahmedabad,5.0,False,False,,False,,,False,False,
CAND01636,2024-04-03,Engineering,Lead,Recruitment Agency,Female,B.Tech,Kolkata,5.8,True,False,,False,,,False,False,
CAND01637,2023-02-01,Engineering,Senior,LinkedIn,Male,MCA,Hyderabad,7.8,True,True,7.1,False,,,False,False,
CAND01638,2022-12-21,Engineering,Mid-Level,LinkedIn,Male,M.Tech,Chennai,11.9,True,True,5.4,False,,,False,False,
CAND01639,2022-10-18,Marketing,Lead,Naukri,Male,M.Tech,Pune,8.4,True,False,,False,,,False,False,
CAND01640,2022-11-20,Engineering,Mid-Level,Naukri,Male,MBA,Hyderabad,9.0,True,False,,False,,,False,False,
CAND01641,2023-03-29,Data Science,Mid-Level,Indeed,Female,BBA,Hyderabad,9.8,False,False,,False,,,False,False,
CAND01642,2023-11-16,Marketing,Junior,Employee Referral,Female,B.Sc,Delhi,0.2,True,False,,False,,,False,False,
CAND01643,2022-07-28,Operations,Senior,Company Website,Male,MCA,Delhi,7.4,True,False,,False,,,False,False,
CAND01644,2024-02-28,Engineering,Senior,LinkedIn,Male,MCA,Delhi,0.3,True,True,5.3,False,,,False,False,
CAND01645,2022-07-18,Sales,Mid-Level,Naukri,Female,BBA,Kolkata,9.6,True,True,6.8,True,815109.0,852867.0,False,False,
CAND01646,2022-03-24,Finance,Senior,LinkedIn,Male,B.Sc,Delhi,2.1,True,True,4.2,False,,,False,False,
CAND01647,2023-01-10,Engineering,Lead,Naukri,Male,BBA,Chennai,9.6,True,True,6.0,True,1764563.0,1572894.0,True,True,67.0
CAND01648,2024-08-05,Finance,Mid-Level,Employee Referral,Female,MCA,Hyderabad,11.3,False,False,,False,,,False,False,
CAND01649,2024-12-09,HR,Manager,Naukri,Male,MCA,Ahmedabad,2.4,False,False,,False,,,False,False,
CAND01650,2023-06-21,Finance,Senior,LinkedIn,Female,PhD,Mumbai,4.4,True,True,5.5,True,1138536.0,1144229.0,True,False,62.0
CAND01651,2024-08-12,Data Science,Mid-Level,Recruitment Agency,Female,MBA,Delhi,1.0,False,False,,False,,,False,False,
CAND01652,2023-08-22,Data Science,Junior,Naukri,Female,B.Sc,Delhi,11.4,True,False,,False,,,False,False,
CAND01653,2023-08-09,Product,Lead,LinkedIn,Female,BBA,Bangalore,14.0,False,False,,False,,,False,False,
CAND01654,2023-04-09,Operations,Junior,LinkedIn,Male,M.Tech,Kolkata,4.8,False,False,,False,,,False,False,
CAND01655,2023-03-05,Engineering,Junior,Naukri,Male,MBA,Mumbai,14.2,True,True,4.9,True,434170.0,352136.0,True,True,25.0
CAND01656,2023-03-02,Product,Manager,Naukri,Male,MBA,Ahmedabad,7.1,True,True,6.2,False,,,False,False,
CAND01657,2024-08-08,Sales,Senior,LinkedIn,Female,M.Tech,Chennai,2.2,True,True,7.2,False,,,False,False,
CAND01658,2023-07-18,Product,Junior,Company Website,Female,BBA,Hyderabad,4.0,True,True,6.9,False,,,False,False,
CAND01659,2023-07-08,Engineering,Manager,LinkedIn,Male,PhD,Kolkata,10.2,False,False,,False,,,False,False,
CAND01660,2023-10-31,Engineering,Junior,Indeed,Male,B.Sc,Pune,4.2,True,True,4.4,True,407202.0,465943.0,True,True,21.0
CAND01661,2023-12-06,Engineering,Senior,Employee Referral,Female,B.Sc,Kolkata,7.6,True,True,9.4,False,,,False,False,
CAND01662,2024-05-03,Operations,Lead,LinkedIn,Female,B.Tech,Pune,7.8,True,False,,False,,,False,False,
CAND01663,2023-03-27,Marketing,Senior,Employee Referral,Male,B.Tech,Bangalore,8.2,True,True,8.4,False,,,False,False,
CAND01664,2023-11-07,Data Science,Junior,Naukri,Female,MCA,Hyderabad,9.6,False,False,,False,,,False,False,
CAND01665,2024-05-05,Engineering,Senior,Employee Referral,Female,B.Tech,Bangalore,11.8,False,False,,False,,,False,False,
CAND01666,2022-03-04,Product,Junior,Employee Referral,Male,M.Tech,Delhi,0.4,True,False,,False,,,False,False,
CAND01667,2023-12-16,Marketing,Junior,Naukri,Female,BBA,Pune,4.0,False,False,,False,,,False,False,
